measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2021,8032.003176548146,19018.27529930719,2695.4806639757458
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2021,0.138244956105404,0.2443327744865729,0.0624410856658353
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2021,0.1068241956210113,0.1973634241220452,0.0422768535626269
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2021,0.119413628225384,0.2117254919266056,0.053629418638445
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2021,64.57183311558,143.88376754149,22.48846975491
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2021,77.10183193969,190.84742176013,24.38671749398
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2021,70.75122715204,167.52562046666,23.74358681751
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2022,3633.3054926456384,7894.97221206511,1256.8653791463712
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2022,4215.962805300869,10138.045120525378,1309.935483928852
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2022,7849.268297946508,18134.96077651964,2639.9891614116204
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2022,0.129665417742569,0.2330339995922764,0.0587325429347685
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2022,0.1050203628272525,0.1929979749782986,0.0412422449737818
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2022,0.1152163193603501,0.2094337563954996,0.0489631650630014
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2022,63.08980143419,137.09065483093,21.82458572788
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2022,75.20096112006,180.83431286052001,23.3655779109
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2022,69.06403027471,159.56563498128,23.22869908986
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2023,3593.607134811148,7914.718825642285,1255.615534814162
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2023,4158.696429177815,10139.577089237284,1307.7189417302095
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2023,7752.303563988966,17735.904016834742,2670.8677134956724
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2023,0.1083472684094106,0.1984405744894403,0.0467871383567592
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2023,0.0905349700357476,0.1743817847282605,0.0331901987336688
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,2,Porcentaje,2023,0.0980641973085434,0.1867998116458901,0.041957651920169
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2023,62.601052257780005,137.87531809197,21.87296795722
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2023,74.37905488464,181.34821179447,23.38879516624
2,AVISA (Años de Vida Saludable Perdidos),130,México,3,Ambos,7,10-14 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,3,Tasa,2023,68.41247900884,156.5156925602,23.56985635001
2,AVISA (Años de Vida Saludable Perdidos),130,México,1,Hombre,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2020,5982.451160617599,11283.985401180844,1657.7777914927988
2,AVISA (Años de Vida Saludable Perdidos),130,México,2,Mujer,8,15-19 años,571,Trastorno de ansiedad,169,Todos los factores de riesgo,1,Número,2020,16145.224360651902,30084.23033142492,4167.141670672814
